game_id,team_id,TEAM_NAME,TEAM_ABBREVIATION,WL,HOMEORAWAY,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,W_PCT,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TM_TOV_PCT,E_PACE,is_team1
0022300909,1610612740,New Orleans Pelicans,NOP,1,0,0,-9,0.044999999999999984,2,-6,0.11199999999999999,6,3,0.15699999999999992,-4,10,6,1,-1,3,2,-1,16.0,0.08899999999999997,1.6000000000000085,-2.4000000000000057,4.0,1.5,-0.0030000000000000027,0.028000000000000025,0.02300000000000002,0.012999999999999998,0.4000000000000057,1
0022300890,1610612740,New Orleans Pelicans,NOP,1,0,17,12,0.118,11,5,0.195,-4,-11,0.22699999999999998,6,11,17,17,3,-2,0,8,82.0,0.301,4.799999999999997,-5.799999999999997,10.600000000000001,-0.9000000000000021,0.0040000000000000036,0.030000000000000027,0.027000000000000024,-0.0050000000000000044,-1.0999999999999943,1
0022300863,1610612740,New Orleans Pelicans,NOP,1,1,8,-9,0.13700000000000007,5,0,0.15599999999999997,6,8,0.02499999999999991,-6,9,3,0,0,-4,1,-4,54.0,0.05599999999999994,-2.200000000000003,-6.099999999999994,4.0,-1.5,0.013999999999999985,0.027000000000000024,0.026000000000000023,0.006000000000000005,-3.8999999999999915,1
0022300843,1610612740,New Orleans Pelicans,NOP,0,0,-8,-12,-0.022999999999999965,-3,-9,0.01100000000000001,10,14,-0.17400000000000004,-7,-3,-10,-8,-3,-5,2,-9,-18.0,0.05599999999999994,-2.200000000000003,-6.099999999999994,4.0,-1.5,0.013999999999999985,0.027000000000000024,0.026000000000000023,0.006000000000000005,-3.8999999999999915,1
0022300837,1610612740,New Orleans Pelicans,NOP,1,0,8,-6,0.133,4,-12,0.22500000000000003,3,0,0.13,-3,9,6,-4,-2,0,3,1,46.0,0.013000000000000012,1.4000000000000057,-1.0999999999999943,2.5,1.6999999999999993,-0.04899999999999999,0.0030000000000000027,-0.018000000000000016,-0.0040000000000000036,2.3000000000000114,1
0022300823,1610612740,New Orleans Pelicans,NOP,0,1,-1,-7,0.02300000000000002,3,1,0.065,-9,-7,-0.19100000000000006,0,0,0,-4,-7,7,10,2,-16.0,0.14300000000000002,3.0,-3.700000000000003,6.800000000000001,1.1999999999999993,0.0010000000000000009,0.009000000000000008,0.014000000000000012,0.008000000000000007,1.7000000000000028,1
0022300810,1610612740,New Orleans Pelicans,NOP,0,1,1,22,-0.08800000000000002,-6,3,-0.229,-7,-12,0.08899999999999997,8,0,8,0,0,-4,-3,5,-22.0,0.06799999999999995,3.799999999999997,-0.4000000000000057,4.2,0.29999999999999716,0.03,-0.01100000000000001,0.018000000000000016,0.0030000000000000027,1.9000000000000057,1
0022300798,1610612740,New Orleans Pelicans,NOP,1,1,14,14,0.08200000000000002,1,0,0.02400000000000002,-7,-10,-0.03200000000000003,-3,2,-1,8,10,1,-9,3,44.0,0.09499999999999997,3.799999999999997,-0.4000000000000057,4.1,1.6999999999999993,-0.0040000000000000036,0.0050000000000000044,0.006000000000000005,0.0050000000000000044,-1.0999999999999943,1
0022300784,1610612740,New Orleans Pelicans,NOP,1,1,6,-3,0.08400000000000007,-11,-13,-0.15400000000000003,6,9,-0.05699999999999994,-7,4,-3,1,7,3,-9,-1,14.0,0.427,7.1000000000000085,-7.299999999999997,14.399999999999999,-0.10000000000000142,0.04400000000000001,0.04600000000000004,0.055999999999999994,-0.0040000000000000036,-4.3999999999999915,1
0022300766,1610612740,New Orleans Pelicans,NOP,1,0,-2,-3,-0.010000000000000009,1,-9,0.09799999999999998,12,16,-0.08299999999999996,9,4,13,-7,5,-4,0,1,18.0,0.287,10.799999999999997,-2.299999999999997,13.100000000000001,1.3999999999999986,0.017999999999999988,0.02100000000000002,0.03300000000000003,-0.01899999999999999,-0.5,1
0022300758,1610612740,New Orleans Pelicans,NOP,1,0,3,0,0.03999999999999998,4,6,0.08400000000000002,-1,-1,-0.018000000000000016,-3,-3,-6,8,2,2,-5,0,18.0,0.359,9.600000000000009,-5.400000000000006,15.0,2.6999999999999993,-0.02100000000000002,0.03400000000000003,0.02400000000000002,-0.02099999999999999,0.20000000000000284,1
0022300747,1610612740,New Orleans Pelicans,NOP,0,0,-3,1,-0.040000000000000036,-3,-2,-0.07300000000000001,-8,-9,-0.018000000000000016,5,4,9,-4,0,2,6,2,-34.0,0.061999999999999944,1.9000000000000057,-3.5,5.4,-0.7000000000000028,0.05199999999999999,0.009000000000000008,0.020000000000000018,-0.0020000000000000018,-2.5999999999999943,1
0022300731,1610612740,New Orleans Pelicans,NOP,1,0,11,10,0.07200000000000001,0,0,0.0,-11,-10,-0.15800000000000003,0,1,1,7,6,3,-7,0,22.0,-0.014000000000000012,-1.5999999999999943,-3.4000000000000057,1.8000000000000003,0.5999999999999979,0.0040000000000000036,0.02300000000000002,0.010000000000000009,-0.0020000000000000018,1.0,1
0022300718,1610612740,New Orleans Pelicans,NOP,1,1,13,20,0.03400000000000003,9,14,0.09899999999999998,3,-2,0.33299999999999996,7,6,13,9,7,-1,-11,1,76.0,0.301,4.799999999999997,-5.799999999999997,10.600000000000001,-0.9000000000000021,0.0040000000000000036,0.030000000000000027,0.027000000000000024,-0.0050000000000000044,-1.0999999999999943,1
0022300696,1610612740,New Orleans Pelicans,NOP,1,0,0,-1,0.0050000000000000044,-3,-13,0.013000000000000012,4,3,0.10299999999999998,-5,-11,-16,-6,8,-7,-9,1,2.0,0.373,7.5,-5.200000000000003,12.7,-1.1000000000000014,0.01999999999999999,0.008000000000000007,0.02200000000000002,-0.013999999999999985,-3.0999999999999943,1
0022300679,1610612740,New Orleans Pelicans,NOP,1,0,6,-5,0.09799999999999998,-2,-10,0.029000000000000026,1,7,-0.23299999999999998,7,20,27,1,-8,4,11,1,22.0,0.09499999999999997,3.799999999999997,-0.4000000000000057,4.1,1.6999999999999993,-0.0040000000000000036,0.0050000000000000044,0.006000000000000005,0.0050000000000000044,-1.0999999999999943,1
0022300659,1610612740,New Orleans Pelicans,NOP,0,0,3,6,-0.0010000000000000009,-7,-11,-0.08400000000000002,-5,-7,0.019000000000000017,3,-3,0,-6,0,1,1,-1,-12.0,-0.16500000000000004,-5.099999999999994,0.20000000000000284,-5.2,0.29999999999999716,-0.0010000000000000009,0.006000000000000005,-0.0040000000000000036,0.01100000000000001,0.7000000000000028,1
