game_id,team_id,TEAM_NAME,TEAM_ABBREVIATION,WL,HOMEORAWAY,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,W_PCT,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TM_TOV_PCT,E_PACE,is_target_team,is_team1
0022300377,1610612763,Memphis Grizzlies,MEM,1,1,43,84,0.512,16,35,0.457,14,21,0.667,8,33,41,27,8,7,18,14,13.0,0.329,104.4,111.8,-7.4,18.0,0.23,0.748,0.48,0.149,100.9,0,0
0022300636,1610612756,Phoenix Suns,PHX,0,0,51,89,0.573,13,30,0.433,16,18,0.889,7,31,38,24,8,5,20,17,-2.0,0.589,115.2,111.9,3.3,19.3,0.253,0.754,0.518,0.147,101.0,0,0
0022300604,1610612756,Phoenix Suns,PHX,1,1,47,82,0.573,8,25,0.32,15,18,0.833,6,38,44,25,7,5,16,24,7.0,0.589,115.2,111.9,3.3,19.3,0.253,0.754,0.518,0.147,101.0,0,0
0022300627,1610612755,Philadelphia 76ers,PHI,0,0,42,87,0.483,7,29,0.241,31,43,0.721,6,25,31,24,13,6,12,20,-12.0,0.534,113.6,111.8,1.7,17.9,0.249,0.74,0.49,0.118,100.0,0,0
0022300019,1610612755,Philadelphia 76ers,PHI,0,1,43,86,0.5,6,22,0.273,34,35,0.971,5,33,38,22,5,3,16,26,-6.0,0.534,113.6,111.8,1.7,17.9,0.249,0.74,0.49,0.118,100.0,0,0
0022300180,1610612755,Philadelphia 76ers,PHI,1,1,53,105,0.505,14,33,0.424,17,20,0.85,23,31,54,28,5,7,11,15,11.0,0.534,113.6,111.8,1.7,17.9,0.249,0.74,0.49,0.118,100.0,0,0
0022300614,1610612743,Denver Nuggets,DEN,1,0,44,88,0.5,11,33,0.333,15,17,0.882,11,31,42,22,5,9,10,17,5.0,0.699,115.5,111.1,4.4,20.8,0.257,0.752,0.511,0.126,98.9,0,0
0022300550,1610612743,Denver Nuggets,DEN,1,1,46,71,0.648,10,20,0.5,15,23,0.652,4,36,40,31,8,3,21,18,8.0,0.699,115.5,111.1,4.4,20.8,0.257,0.752,0.511,0.126,98.9,0,0
0022300590,1610612757,Portland Trail Blazers,POR,1,1,42,84,0.5,4,12,0.333,30,35,0.857,9,38,47,18,3,11,9,21,3.0,0.26,106.0,114.6,-8.6,16.7,0.27,0.733,0.489,0.15,100.2,0,0
0022300254,1610612757,Portland Trail Blazers,POR,1,0,40,85,0.471,9,18,0.5,25,31,0.806,9,29,38,20,6,4,16,21,4.0,0.26,106.0,114.6,-8.6,16.7,0.27,0.733,0.489,0.15,100.2,0,0
0022300564,1610612762,Utah Jazz,UTA,1,1,45,81,0.556,11,25,0.44,31,35,0.886,10,36,46,29,5,8,14,17,27.0,0.397,112.5,117.5,-5.0,19.2,0.282,0.758,0.522,0.15,102.4,0,0
0022300158,1610612762,Utah Jazz,UTA,0,0,45,96,0.469,11,27,0.407,17,18,0.944,16,31,47,26,3,5,21,17,-16.0,0.397,112.5,117.5,-5.0,19.2,0.282,0.758,0.522,0.15,102.4,0,0
0022300533,1610612737,Atlanta Hawks,ATL,0,1,40,89,0.449,11,30,0.367,17,23,0.739,12,16,28,25,14,2,14,13,-18.0,0.466,115.1,116.6,-1.5,18.3,0.278,0.746,0.503,0.128,102.7,0,0
0022300480,1610612737,Atlanta Hawks,ATL,0,0,40,93,0.43,10,42,0.238,26,30,0.867,14,25,39,21,6,3,14,11,-34.0,0.466,115.1,116.6,-1.5,18.3,0.278,0.746,0.503,0.128,102.7,0,0
0022300039,1610612737,Atlanta Hawks,ATL,0,1,57,95,0.6,15,31,0.484,23,28,0.821,12,27,39,28,8,4,15,23,-5.0,0.466,115.1,116.6,-1.5,18.3,0.278,0.746,0.503,0.128,102.7,0,0
0022300520,1610612764,Washington Wizards,WAS,0,0,38,88,0.432,7,31,0.226,21,30,0.7,13,33,46,24,8,8,13,23,-8.0,0.192,108.4,117.1,-8.7,19.5,0.205,0.721,0.456,0.133,104.9,0,0
0022300328,1610612764,Washington Wizards,WAS,1,1,52,92,0.565,13,27,0.481,20,26,0.769,8,39,47,36,7,8,17,18,14.0,0.192,108.4,117.1,-8.7,19.5,0.205,0.721,0.456,0.133,104.9,0,0
0022300064,1610612764,Washington Wizards,WAS,0,0,44,96,0.458,9,24,0.375,23,29,0.793,11,34,45,28,6,9,14,11,-23.0,0.192,108.4,117.1,-8.7,19.5,0.205,0.721,0.456,0.133,104.9,0,0
0022300466,1610612749,Milwaukee Bucks,MIL,0,0,46,92,0.5,14,37,0.378,24,32,0.75,10,32,42,30,6,4,13,25,-12.0,0.63,116.8,112.8,3.9,19.0,0.216,0.77,0.5,0.123,102.6,0,0
0022300454,1610612749,Milwaukee Bucks,MIL,0,1,41,93,0.441,10,40,0.25,21,26,0.808,8,38,46,27,4,8,11,26,-9.0,0.63,116.8,112.8,3.9,19.0,0.216,0.77,0.5,0.123,102.6,0,0
0022300315,1610612749,Milwaukee Bucks,MIL,1,1,48,89,0.539,7,27,0.259,37,48,0.771,12,31,43,27,8,8,15,24,14.0,0.63,116.8,112.8,3.9,19.0,0.216,0.77,0.5,0.123,102.6,0,0
0022301229,1610612749,Milwaukee Bucks,MIL,0,1,43,96,0.448,12,33,0.364,21,28,0.75,12,34,46,19,3,9,12,17,-9.0,0.63,116.8,112.8,3.9,19.0,0.216,0.77,0.5,0.123,102.6,0,0
0022300171,1610612749,Milwaukee Bucks,MIL,0,0,46,87,0.529,9,27,0.333,23,26,0.885,5,36,41,23,6,5,14,19,-2.0,0.63,116.8,112.8,3.9,19.0,0.216,0.77,0.5,0.123,102.6,0,0
0022300284,1610612748,Miami Heat,MIA,0,1,48,89,0.539,12,25,0.48,21,24,0.875,6,22,28,27,3,1,10,22,-15.0,0.542,111.0,110.3,0.7,18.9,0.219,0.78,0.495,0.127,98.4,0,0
0022300267,1610612748,Miami Heat,MIA,1,1,48,86,0.558,8,21,0.381,38,45,0.844,10,38,48,25,4,1,14,28,10.0,0.542,111.0,110.3,0.7,18.9,0.219,0.78,0.495,0.127,98.4,0,0
